 property_id | neighborhood_id |   price    
        2584 |             622 | 1987547.71
        2878 |             623 |  296460.49
        1252 |             624 |  860568.61
        2252 |             625 | 1619978.78
        2173 |             626 | 1544112.31
        1488 |             630 | 1851255.57
         100 |             632 |  693994.13
         609 |             633 |  857891.09
        1631 |             634 | 1306762.21
        1159 |             636 |  999654.38
        1648 |             638 | 1564427.97
        1983 |             639 | 1458592.84
        1176 |             641 |  733306.13
        2840 |             642 |  637879.43
         858 |             644 | 1399208.73
        1353 |             645 | 1632754.06
        2633 |             647 | 1721923.22
        1335 |             648 | 1722008.37
        1625 |             649 |  275216.69
        1448 |             650 |  1294613.3
         194 |             651 |  812482.79
        2055 |             652 | 1239709.41
        2661 |             655 |  1941275.1
         157 |             656 | 1558329.72
        1171 |             659 | 1450588.38
        2819 |             660 | 1246941.71
        1286 |             662 | 1194675.62
        1243 |             663 |  926359.53
         376 |             664 | 1864247.78
        2156 |             667 | 1714463.43
        1498 |             668 | 1790052.88
        2862 |             670 | 1694200.84
        2358 |             671 |  584232.67
        2508 |             672 |  508489.53
        2172 |             673 | 1378538.86
        1858 |             674 | 1870096.97
        1344 |             675 |  1594146.6
        2529 |             676 |    97759.5
        1381 |             677 | 1798313.52
         338 |             678 |  296085.56
        1892 |             679 |  1257489.4
        1343 |             680 | 1731557.69
        2207 |             681 | 1453572.71
        1281 |             683 | 1754887.89
         744 |             685 |   817147.1
         972 |             686 |  1046024.1
        1511 |             689 |  693860.06
         855 |             690 | 1252632.25
         197 |             691 |  719971.44
        1479 |             692 |  792796.23
        2924 |             693 |   735970.6
        2341 |             695 | 1470905.73
        2975 |             696 | 1451611.28
        2150 |             697 | 1908993.07
        1439 |             698 | 1260682.39
         191 |             701 |   747675.5
         307 |             702 | 1773467.13
         882 |             704 | 1231694.33
        1337 |             705 | 1993008.85
        2021 |             706 | 1540376.85
        1917 |             708 |  847798.95
        2062 |             709 |  507497.81
        1324 |             710 |  100010.09
        1239 |             711 |  641428.57
        1054 |             712 |  942848.61
        2181 |             713 | 1788360.98
        2473 |             715 | 1246497.34
         564 |             717 | 1938840.28
        2290 |             719 | 1881613.59
         977 |             720 |  272499.15
         841 |             721 | 1179470.97
        1050 |             723 |  701326.31
         277 |             725 | 1432395.16
        2804 |             727 | 1889416.09
        2452 |             728 | 1349911.03
         550 |             730 | 1646596.44
         904 |             731 |  862885.05
        1730 |             733 | 1518245.46
        1468 |             735 | 1371471.14
         692 |             736 |   995565.2
        2674 |             738 |  708844.32
        1249 |             739 | 1012899.66
         656 |             740 | 1770491.75
        1568 |             741 | 1050285.96
          38 |             743 |  252144.98
        2854 |             744 |  1733689.9
        2822 |             746 |  471577.01
         145 |             747 |  914425.84
        2718 |             749 |  959381.51
        1241 |             751 | 1212119.22
        2175 |             753 | 1800583.01
        1522 |             755 | 1941721.42
         764 |             758 | 1026001.87
        1319 |             760 |  884983.15
        2977 |             767 |  472474.81
        1756 |             768 |  804616.55
        2297 |             769 |  721997.86
         167 |             770 | 1406002.33
         276 |             771 |  163730.03
        1230 |             772 |  722921.77
          53 |             773 | 1357692.02
        1624 |             775 |  111987.81
        1774 |             776 | 1293137.71
        1296 |             778 | 1591669.34
          92 |             779 | 1609534.66
        1938 |             780 |  308340.57
        1306 |             782 | 1983670.48
        2794 |             783 |  328256.79
         800 |             784 | 1807862.12
        2346 |             785 |  807522.88
         769 |             788 | 1491662.51
        2757 |             790 | 1592284.22
        1991 |             791 | 1699224.11
        1717 |             792 | 1579272.55
        2336 |             793 |  809971.57
         400 |             796 | 1737875.83
        1208 |             798 | 1688532.09
         484 |             799 | 1029916.01
        2848 |             803 | 1047350.74
        2710 |             804 | 1263103.31
        1198 |             806 |  515147.16
        2509 |             808 | 1391267.67
        1699 |             809 | 1782269.37
         716 |             811 |  387325.42
        2375 |             812 |  434148.23
         884 |             813 |  336260.25
        2541 |             815 |  450764.56
        2759 |             816 | 1096033.83
         553 |             817 |  691214.27
        2232 |             819 |   210849.5
        2018 |             825 | 1424038.82
         426 |             829 | 1681840.94
        2190 |             831 | 1458231.16
        2979 |             832 | 1783495.96
        2035 |             833 |   89615.47
        1618 |             835 | 1745412.92
         425 |             837 | 1568692.55
        2513 |             838 |   646259.2
        2859 |             839 |  728278.86
        2808 |             840 | 1623355.56
        2135 |             841 | 1302096.54
         134 |             843 | 1785878.98
         234 |             844 | 1676858.33
        2478 |             847 |  366435.16
        1798 |             849 | 1468789.55
         754 |             851 |  283317.87
        2481 |             852 | 1877662.23
         597 |             854 |  531763.48
        2783 |             855 | 1710108.76
         339 |             858 |  1076456.1
         235 |             859 |  874726.34
         111 |             860 |  631672.48
        1914 |             862 | 1481919.17
        2220 |             863 | 1166451.76
        2754 |             867 | 1146536.61
        1128 |             871 | 1356776.76
        1679 |             872 | 1466074.28
        2118 |             873 | 1287901.75
        1167 |             874 |  952988.66
         297 |             875 |  189465.07
         254 |             876 |  803617.62
        1049 |             878 | 1404883.63
        2409 |             880 | 1439396.36
         701 |             881 | 1514004.53
         432 |             882 | 1521647.32
        1646 |             883 | 1732499.23
        1904 |             884 | 1337012.73
        1314 |             886 |  510457.07
        2067 |             887 | 1988689.95
        1458 |             889 | 1256203.14
         959 |             890 | 1321495.93
        1556 |             891 | 1192554.39
         389 |             893 |  962167.68
        2198 |             894 | 1602509.66
         526 |             895 |   490676.3
        2973 |             896 |   727075.7
         690 |             897 |  569006.82
        1632 |             899 | 1817021.18
        2613 |             900 |  404211.09
        1052 |             901 | 1678089.49
        2887 |             902 |  603566.98
         802 |             903 | 1084849.09
         391 |             904 |  138147.52
         454 |             909 | 1629896.83
        1174 |             910 |  105477.84
        1644 |             911 |  387240.56
        2355 |             912 |  806774.02
        1180 |             913 | 1111798.23
         632 |             914 | 1567796.35
         840 |             915 | 1227765.86
         991 |             916 | 1640872.68
        1429 |             917 |  242725.04
        2817 |             918 |  396350.68
         196 |             919 |  284741.28
        2574 |             921 |  1065658.9
         685 |             922 | 1562245.48
        1401 |             923 |  212695.26
        2239 |             927 | 1146350.18
        1530 |             929 |  1241124.5
        2644 |             930 |  782095.68
        1183 |             931 | 1981721.93
         677 |             932 |  998210.81
        2906 |             933 | 1940838.01
        1102 |             934 | 1632044.72
        1041 |             936 |   988923.7
         995 |             938 |  1783230.9
        1259 |             939 |  132432.31
        2712 |             940 | 1849065.93
        2043 |             947 | 1444346.91
        2934 |             951 | 1364682.31
        1009 |             955 | 1288160.93
        1789 |             957 | 1046762.52
        1348 |             961 | 1846556.02
        2502 |             963 | 1093195.62
        1203 |             964 |  764934.24
        1206 |             965 | 1066150.95
        2715 |             967 |   89446.14
         139 |             968 |  1878624.3
        2024 |             970 |  916794.16
        2376 |             971 | 1666046.27
         864 |             973 | 1638508.28
         511 |             975 | 1725110.81
        1110 |             977 |  375455.19
        2768 |             978 | 1434980.25
        2793 |             979 | 1688393.97
        2506 |             980 |  141580.88
        1501 |             982 | 1546107.69
         783 |             986 |  1843636.7
        1888 |             987 |  965089.44
        1702 |             989 | 1241516.75
        2616 |             991 | 1878675.04
        2022 |             992 | 1026597.96
        1620 |             995 |  187678.33
        1575 |             996 | 1355015.98
        2184 |             997 |  883188.95
        1603 |             998 |  910289.02
          54 |             999 | 1415218.57
         538 |            1000 | 1743142.25
        2886 |            1001 | 1629353.18
        2706 |            1004 | 1667365.36
         488 |            1005 | 1124453.39
         180 |            1006 | 1588284.02
         759 |            1007 |  798774.53
         910 |            1008 | 1251723.82
        1566 |            1011 | 1232236.17
        1994 |            1012 | 1812897.52
        2261 |            1014 | 1731061.66
        2044 |            1016 | 1856934.57
        1228 |            1018 |  552959.16
         719 |            1019 |   885980.1
        2540 |            1020 | 1348465.12
        2408 |            1021 |  943572.96
        2134 |            1023 |   84960.61
        1562 |            1024 |  142777.67
        1158 |            1028 |  474297.01
         206 |            1029 |  454213.38
        1700 |            1030 | 1008913.25
        2177 |            1031 |   662663.5
         437 |            1032 | 1742987.96
        2995 |            1037 |  123885.94
         693 |            1040 |  426103.77
        1945 |            1041 | 1549624.39
        1502 |            1042 |  175843.51
        2428 |            1043 |  939658.71
         262 |            1044 | 1033923.58
        1836 |            1046 |  421135.37
        2042 |            1047 | 1278177.69
        2882 |            1048 | 1582772.68
         257 |            1049 |  659920.49
        1126 |            1051 | 1695740.84
         516 |            1053 |  479828.72
        1959 |            1054 |  309784.36
        2103 |            1056 |  1953114.9
         331 |            1058 | 1192316.63
        1117 |            1059 |  482710.24
         933 |            1060 |  243536.12
        1122 |            1061 |  166702.19
        2195 |            1062 | 1768336.14
         950 |            1063 | 1572592.95
        1580 |            1066 | 1702430.23
        1157 |            1069 |  483387.94
         646 |            1070 | 1083548.94
         337 |            1071 | 1910927.98
        1063 |            1076 | 1052171.94
         502 |            1077 | 1934137.95
         177 |            1078 | 1711882.74
        1389 |            1079 |  1564369.1
         607 |            1080 | 1628079.78
        2873 |            1082 | 1552109.95
         314 |            1083 |  270366.75
        2877 |            1086 |  565877.71
        1973 |            1087 | 1138434.98
        1134 |            1089 |  283560.69
        1075 |            1091 |   333033.1
        2399 |            1092 |  302420.82
        2117 |            1094 |  837083.72
          31 |            1096 |  769616.49
        2228 |            1097 |  368120.95
        2041 |            1099 |  718895.26
        2936 |            1103 | 1783723.72
         592 |            1104 | 1716418.37
         905 |            1108 |  675990.93
        1934 |            1110 | 1843852.64
        2221 |            1111 | 1034361.01
         540 |            1112 | 1076474.53
         655 |            1115 |  254173.23
         374 |            1119 |  275124.57
        1794 |            1121 | 1288352.55
        2948 |            1122 | 1844573.88
         983 |            1123 | 1920473.56
         699 |            1124 |  799610.05
        1615 |            1125 | 1854613.14
        1481 |            1126 | 1875042.83
        1095 |            1127 |  880987.21
        1599 |            1128 | 1997500.54
        1460 |            1129 | 1618778.96
          64 |            1130 | 1708811.82
         205 |            1131 | 1870953.24
         378 |            1133 | 1109257.68
        1790 |            1134 | 1385758.37
        1838 |            1136 |  1908362.2
         313 |            1137 | 1598915.73
         179 |            1139 | 1527140.96
        1413 |            1140 |  788331.42
        1027 |            1142 | 1303472.03
        2342 |            1145 | 1239028.05
         776 |            1146 |  432033.99
         593 |            1148 | 1597005.27
        2792 |            1149 | 1897559.86
        1764 |            1150 |  326302.35
         539 |            1151 | 1541815.99
        1093 |            1153 |  1724126.8
         118 |            1154 | 1381320.15
        1165 |            1156 | 1325803.53
        2585 |            1158 |  559012.45
        2680 |            1159 | 1270599.78
        1357 |            1161 | 1981585.02
         675 |            1162 | 1994300.86
         224 |            1163 |  920076.02
        1225 |            1165 |   395272.8
        2102 |            1166 |  1828689.1
        2521 |            1167 | 1992382.46
        2927 |            1168 |  1877136.7
        1178 |            1169 | 1238727.88
        1207 |            1171 | 1319418.43
        1489 |            1173 |  102561.37
        1137 |            1175 |   961753.5
         453 |            1178 | 1835096.18
        1704 |            1182 |  351208.81
         172 |            1183 | 1173074.74
        2183 |            1184 | 1771736.64
         420 |            1186 |  107626.32
        1674 |            1187 |  680315.82
         229 |            1189 |  600038.21
         435 |            1190 | 1591548.43
         249 |            1192 | 1208493.35
         468 |            1193 | 1675823.65
        2956 |            1194 |  1058875.9
         825 |            1195 | 1710232.96
        1560 |            1197 |  151312.38
        1891 |            1199 |  1017699.1
        2847 |            1200 |  305930.07
        2855 |            1201 |  193789.21
        2361 |            1202 |  150037.79
         770 |            1203 |  409848.78
         473 |            1204 | 1810200.05
        1211 |            1207 | 1215663.36
        2673 |            1208 |  371199.19
        1500 |            1209 |   298351.3
        2300 |            1210 |  479727.52
        1088 |            1212 | 1419983.11
         740 |            1213 |  933115.56
        2912 |            1215 |  614715.96
        2752 |            1217 | 1776182.39
        1726 |            1221 | 1772448.98
        1067 |            1222 | 1896059.39
        2764 |            1225 | 1641470.39
        2915 |            1226 | 1276087.98
        1619 |            1227 |   234135.3
         626 |            1229 |  123456.93
        2127 |            1230 |  581188.12
        2684 |            1233 |  1676319.8
        1346 |            1234 | 1997611.22
        2711 |            1236 |  649292.88
         586 |            1237 | 1925316.85
         176 |            1238 | 1718384.71
        2115 |            1239 |  1625799.7
         240 |            1240 | 1581326.94
        1205 |            1241 |   85639.78
        1019 |            1242 |  1298832.1
        1303 |            1243 |  479372.34
        1048 |            1244 |  1007881.1
        2593 |            1245 |  974128.12
        2852 |            1246 |  123603.03
        2132 |            1247 | 1356823.29
        2559 |            1248 |  870420.16
        2739 |            1249 | 1325504.31
        2968 |            1250 | 1693879.73
        1664 |            1253 | 1271245.84
        2991 |            1254 |  1473589.2
          28 |            1256 |  322943.35
        1565 |            1257 | 1054592.18
         895 |            1258 |  545183.45
          41 |            1259 | 1656661.69
        1639 |            1260 |  500230.03
        1863 |            1263 |  478375.37
        2765 |            1266 | 1790158.32
        2515 |            1267 |  905373.37
        2046 |            1268 | 1781248.41
        2795 |            1270 | 1552537.46
        1363 |            1271 | 1848284.19
        1229 |            1272 | 1202348.52
        1123 |            1274 | 1264623.21
        1033 |            1275 |   998275.9
        1879 |            1277 | 1820578.37
        2369 |            1278 |  872531.03
         173 |            1282 | 1413865.27
         296 |            1283 | 1066279.55
        2145 |            1284 |  945206.85
        1399 |            1285 |  792808.93
        2507 |            1286 | 1286294.94
        2208 |            1290 |  567312.14
        2161 |            1295 | 1190122.15
        1520 |            1297 | 1080927.22
        2610 |            1300 |  558620.56
           1 |            1301 |  408304.49
          57 |            1302 |  1866185.9
        2164 |            1309 |   947650.4
         302 |            1310 | 1806357.37
        2775 |            1313 |  1944446.7
        1853 |            1316 | 1928713.24
        2258 |            1318 | 1908741.76
        2652 |            1319 | 1568837.45
         292 |            1320 |  565636.44
        1457 |            1323 | 1230921.36
        1946 |            1324 |  204858.86
        2827 |            1327 |  129766.23
        2435 |            1328 |  294402.87
        2770 |            1329 | 1646364.24
        2215 |            1330 | 1125164.39
        1773 |            1331 |  275850.52
        1876 |            1332 | 1712295.46
         873 |            1334 | 1956466.95
        1405 |            1335 | 1730588.04
        1776 |            1336 | 1225045.15
         170 |            1338 | 1164888.91
        1746 |            1340 |  997428.55
         942 |            1342 | 1534533.12
         748 |            1344 |  325968.97
        1378 |            1345 |  635395.14
        1247 |            1346 | 1881571.96
         362 |            1347 |  332531.27
         350 |            1350 | 1494835.22
        2483 |            1351 | 1539431.58
        1760 |            1352 |    1976636
        1633 |            1353 | 1625465.97
         125 |            1355 | 1727483.53
         787 |            1356 | 1544989.81
        1261 |            1359 |  263261.08
        2476 |            1360 |  1359536.3
        2619 |            1361 | 1554867.85
         120 |            1362 | 1105534.15
        1552 |            1363 |  453961.02
        2704 |            1364 | 1802369.93
         689 |            1366 | 1040367.92
          95 |            1368 |   615022.1
         146 |            1369 | 1032570.38
         261 |            1370 | 1255188.68
         150 |            1373 |  991167.62
         218 |            1375 |  941034.91
        1894 |            1376 | 1709007.96
         947 |            1377 | 1577082.99
         332 |            1378 |  992344.67
         512 |            1379 | 1324055.93
         127 |            1383 |  857652.56
        2051 |            1384 | 1250259.79
        1784 |            1385 |  1620753.4
         576 |            1386 |  246398.57
        1166 |            1389 | 1453315.76
         113 |            1390 | 1946226.32
        1541 |            1391 |  641579.68
        1005 |            1392 | 1964446.29
         881 |            1393 | 1116486.85
        2420 |            1395 | 1804511.55
        2699 |            1397 | 1265029.13
         395 |            1398 |  211169.37
        1000 |            1401 | 1553393.76
         317 |            1402 |  117986.91
        2615 |            1403 |  884952.96
         968 |            1404 | 1419803.88
        1318 |            1405 |  602576.71
        2418 |            1406 | 1763482.83
         568 |            1407 |  741326.36
        2954 |            1408 | 1639182.27
        1997 |            1409 |  1481317.1
        1494 |            1410 |  891890.45
        2637 |            1411 | 1060943.08
        2421 |            1412 | 1977397.38
        1595 |            1414 | 1577129.43
        1719 |            1415 | 1445088.09
         940 |            1418 | 1032705.23
        1663 |            1421 |  588460.65
