 property_id |                                     address                                     |   price    
         152 | 2587 Holmes Glens, New Joshua Village, Rodriguezborough                         |  827654.61
         159 | 939 Alexander Ramp Apt. 431, Lake Brandon Gardens, Jorgeville                   |  357884.89
         162 | 4283 Kathleen Harbors Apt. 899, Adambury Heights, Clarkstad                     | 1001480.85
         164 | 1309 Kevin Prairie, South Thomasberg Gardens, West Michael                      | 1357532.06
         165 | 948 Stephanie Rue, Lake Philipfort Bay, Lake Edwin                              |  939826.07
         168 | 32338 Morgan Lock, Sullivanberg Estates, Port Valerie                           |  124262.89
         174 | 88919 Bennett Mission, Kimberlyhaven Ridge, Anthonyview                         |  786573.14
         183 | 4769 Gary Stravenue, Murphyland Village, Jeremyport                             |  514716.71
         185 | 2352 Jonathan Groves Suite 787, Spencermouth Park, Elliottton                   |  171668.93
         186 | 151 Jeffrey Centers, Tammyberg Bay, Amandaton                                   | 1468064.07
         189 | 33094 Larson View Apt. 833, Port Alexismouth Village, Port Maria                |  935442.67
         190 | 1228 Young Forges Apt. 162, Port Williamville Ridge, Brockton                   | 1542432.74
         192 | 25086 Mary Neck, Fostermouth Estates, West Tonyland                             | 1616677.59
         198 | 704 Bailey Port Apt. 336, New Tanya Park, North Jeremy                          |  831884.14
         202 | 23891 Justin Rest Apt. 012, Billhaven Heights, Kellyland                        |  708331.67
         213 | 287 William Key Apt. 888, New Lauren Park, Martinezport                         |  252167.52
         214 | 44593 Cruz Throughway, Judychester Ridge, North Jacqueline                      |  203669.68
         215 | 506 Jasmine Plaza, Silvashire Park, West Andrewtown                             |   479051.5
         219 | 7492 Elaine Shoals Apt. 245, North Marybury Village, Murphyview                 | 1079002.81
         220 | 7975 Clements Hollow Suite 332, Douglastown Park, Nelsonville                   |  341680.98
         221 | 305 Vaughn Knolls, Jenningsstad Village, New Kathrynfort                        |  493810.38
         222 | 414 Andrea Prairie, Abigailmouth Estates, East Joseph                           |  566986.67
         226 | 45848 Finley Fort, New Kyle Village, Lake Michelle                              |  413236.69
         230 | 8656 Wilson Plain Apt. 087, South Nicholeville Village, West Leah               |  960229.12
         231 | 073 Lyons Circles, Sandraborough Bay, Delgadoview                               |  393044.99
         232 | 2580 Lisa Plains Apt. 111, South Natalietown Gardens, Port Katie                |  192300.21
         237 | 6078 Samuel Forest Suite 816, Thompsonville Heights, West Tammystad             |  516588.81
         239 | 71853 Brown Brook Apt. 288, Smithville Estates, Williamston                     |  425367.13
         241 | 93106 Kimberly Vista Apt. 199, West Donaldburgh Ridge, Port Timothyhaven        |  620955.05
         244 | 587 Lori View, Smithville Estates, Sweeneyport                                  |  245029.14
         245 | 664 Byrd Turnpike Suite 001, North Paulmouth Village, West Mallory              |  160570.17
         246 | 10123 Sandy Overpass, East Christopher Park, Reedport                           |  878583.03
         247 | 0784 Fuller Rapid Apt. 585, Keithton Bay, Sosahaven                             |  952476.04
         252 | 13201 Daniel Village, West Luke Bay, West Sheila                                |   502999.1
         256 | 2946 Parsons Lights, East Catherine Ridge, New Jessica                          | 1409323.67
         258 | 73128 Megan Ways, Timothybury Heights, Wilsonstad                               | 1038263.84
         259 | 5247 Coleman Road Apt. 941, Judyport Gardens, New Andrew                        |  600247.28
         264 | 9082 Elliott Court, South Olivia Bay, South Meganland                           |   527689.2
         268 | 77815 Jennifer Burgs, Port Judy Bay, North Deborahton                           |  788260.04
         271 | 93086 Baker Springs Apt. 771, Port Andreastad Park, New Barbaratown             |   549178.4
         274 | 609 Mcdaniel Overpass, Port Annaton Heights, Evansstad                          | 1277124.56
         278 | 41296 Teresa Road, West Patricialand Village, Jacquelinemouth                   |  419418.03
         281 | 960 Tracey Ways, Reedchester Ridge, Willisberg                                  |  880940.24
         287 | 5136 Rachel Rest, Joshuamouth Park, North Amandaburgh                           | 1304587.29
         288 | 35537 Lawson Extensions Apt. 511, East Debbie Gardens, Taramouth                | 1223923.21
         291 | 568 Laura Pike, Samanthahaven Gardens, Christopherberg                          |  666825.49
         294 | 394 Elijah Drive Suite 232, New Ian Park, Kyleside                              |  937305.93
         295 | 201 Kristen View Apt. 783, Donberg Gardens, Timothyhaven                        |  613155.35
         315 | 163 Chris Passage, New Conniefort Village, Robertfort                           |  750709.02
         318 | 6554 James Falls, Heatherview Estates, East Gary                                |  163421.61
         321 | 859 Kathy Shores Suite 028, South Cindy Gardens, Mcguireshire                   | 1244861.69
         324 | 0645 Reynolds Land, Lake Williamville Park, North Jennifer                      |  422134.55
         325 | 47948 Martinez Keys Suite 390, Omarhaven Village, Dannychester                  |  369296.57
         328 | 38915 Tran Valley Apt. 655, Jonathanshire Heights, Susanside                    | 1264145.91
         329 | 611 Meyer Views Suite 414, Lindatown Estates, West Becky                        |   739382.9
         333 | 944 Shawn Plains, Judyburgh Ridge, South Stevenfurt                             |  200823.94
         335 | 9421 Debra Point, East Theresa Bay, Lake Jamesside                              |  669427.57
         336 | 39450 Ryan Underpass Apt. 979, Gonzalezborough Estates, New Kaitlyntown         | 1396321.15
         340 | 7053 Johnson Ferry, Port Andreaton Gardens, Garciahaven                         | 1109954.84
         342 | 78809 Warren Freeway Apt. 554, New Randy Heights, West Jacobburgh               |   98962.54
         345 | 73477 Claudia Hills Suite 585, Michaeltown Bay, Lake Vincentmouth               |  155042.28
         346 | 996 Jackson Square, Brianshire Village, Marvinfurt                              |  114710.11
         347 | 1081 Gomez Dale, Hernandezstad Estates, Castillobury                            |  768452.98
         353 | 7650 Mark Hill, South Mary Gardens, Port Michellebury                           | 1384941.53
         356 | 858 Henderson Light Apt. 375, East Matthew Bay, Port Jennifer                   |  581233.74
         370 | 4774 Bates Rapid, Markstad Village, Lake James                                  |    1119073
         375 | 4662 Julie Fort, Christianton Heights, South Jessefort                          |  837221.98
         377 | 790 Beasley Mall Suite 842, Donnaview Gardens, Sloanview                        |  354917.86
         379 | 60368 Soto Viaduct Suite 016, West Steven Heights, South Kimberly               |  696291.23
         380 | 361 Hill Extensions, Skinnermouth Heights, Jeffreyborough                       |  427413.71
         383 | 0146 Rivera Roads, Lisachester Gardens, Lake Leah                               |  185099.12
         384 | 035 Vasquez Prairie Apt. 624, North Nicholasport Gardens, North Michelle        |   777483.8
         385 | 55881 Nelson Ridge, Lake Coreyshire Heights, West Ryan                          |  669932.12
         386 | 87387 Acosta Prairie, Dickersonborough Ridge, Anneburgh                         |  492461.97
         388 | 64414 Oliver Alley Apt. 680, New Johnmouth Heights, Michelleside                |  308638.38
         392 | 4124 Buck Ridges Apt. 909, Thompsonville Heights, Lake Katherinebury            |   239640.1
         394 | 296 Ortiz Isle, South Ericshire Ridge, South Meganchester                       | 1064921.32
         396 | 0985 Donovan Plaza Suite 364, North Anthonyland Gardens, New Calvin             |   98513.94
         397 | 259 Wilson Hollow, Lake Joanna Village, Port Katiechester                       |  200182.17
         398 | 56820 Nicholas Forge Apt. 551, New Yolandamouth Estates, Tammyburgh             |  864499.91
         399 | 10541 Nicholson Mall, North Marybury Village, Andreaport                        |  514738.29
         401 | 39616 Brandon Roads, Maryshire Estates, North Josephview                        |  641671.74
         403 | 8706 Nancy Stravenue Suite 794, Cynthiaview Park, Harrisbury                    | 1210592.64
         404 | 2487 Mckenzie Island Apt. 349, Sarahstad Bay, Raymondton                        |   342179.3
         405 | 368 William Junctions Suite 435, Mooreton Gardens, New Elizabethshire           | 1287881.57
         406 | 9184 Nelson Spring Suite 825, Stevensmouth Estates, Lake Douglas                |  181103.91
         408 | 49712 Martinez Squares Apt. 267, Carrieside Gardens, Lake Mikaylaburgh          |  733345.91
         410 | 83711 Ortiz Summit, Steelebury Bay, West Suzanneside                            |  243170.01
         419 | 265 Sweeney Lodge Apt. 577, Jamesstad Gardens, North Kimberly                   |  440060.35
         422 | 98136 Christopher Junctions Apt. 103, Hallmouth Park, New Sandra                |  896871.78
         423 | 9038 Lewis Way Apt. 137, West Brendaside Village, New Amandaburgh               |  281237.42
         429 | 14689 Caleb Cliff, Port Patriciabury Village, Thomasfort                        |  170228.63
         431 | 705 Stephanie Lane, Port Adambury Bay, Tiffanyport                              |  251706.12
         434 | 954 Pierce Vista, Thomasshire Bay, South Williamchester                         |  837562.53
         436 | 1035 Carlos Landing Suite 830, South John Heights, New Ericberg                 |  321248.43
         440 | 670 Taylor Land, Saraside Village, Johnburgh                                    |  197113.35
         441 | 0356 Charles Plains Apt. 650, Sandersview Heights, East Charlesmouth            |  476641.43
         443 | 844 Edwards Extension Apt. 928, East Patricia Heights, South Jessica            |  231422.52
         445 | 4874 Danny Meadows Suite 060, East Michaelhaven Ridge, Michaelfort              |  195878.99
         446 | 2207 Stewart Roads, New Stevenberg Ridge, Barbarashire                          |  253467.35
         447 | 6908 Elizabeth Dam, North Samuel Park, Lake Richard                             |  245020.58
         448 | 0191 Louis Valley, North Jenniferview Estates, Coleville                        | 1202783.69
         451 | 3860 Victor Bypass Suite 757, Griffinfort Village, Sandersborough               |  985350.63
         452 | 0816 Becky Extension Suite 527, North Johnhaven Gardens, Davidtown              | 1125828.37
         455 | 0393 Catherine Estate, Floresberg Gardens, Schultzville                         |  871440.63
         459 | 9290 Jose Springs Suite 327, West George Gardens, Carlport                      |   82347.04
         460 | 13353 Amber Meadows Apt. 176, South Patriciaview Bay, Kingville                 | 1014284.29
         463 | 21707 Anderson Mountain Apt. 282, South Peter Village, Williamsonshire          | 1859004.81
         464 | 59514 Kristin Views Apt. 405, Laurieton Village, Russellfurt                    |  883307.04
         466 | 4444 Taylor Trail Suite 277, North Mariaview Gardens, Lake Darrylville          | 1050860.12
         469 | 3581 Fisher Lock, North Anitaside Bay, Marshallchester                          |  340706.78
         476 | 619 Rios Brook Apt. 162, Port Krystal Bay, Chrisstad                            |  943053.68
         478 | 7435 Zhang Tunnel Suite 917, Port Alexis Estates, Timothyport                   |  450562.66
         483 | 65774 Hill Stravenue Suite 144, Samanthaport Bay, Port Brentbury                | 1535286.88
         485 | 00520 Rocha Passage, Lake Markmouth Bay, East Maryview                          |  386357.18
         486 | 28793 Thompson Lodge, Estradastad Village, Elliottchester                       |  224544.04
         490 | 69917 Sergio Springs Suite 868, South Henry Bay, Leahburgh                      |  861197.77
         493 | 496 Daniels Mountains Apt. 239, Butlerport Bay, New Sonyaview                   |  287134.01
         500 | 3131 Jack Road Apt. 018, West Dustinmouth Heights, Williamsberg                 |  972504.97
         501 | 69599 Wilson Flat Suite 556, West Madison Gardens, Fryborough                   | 1030271.02
         503 | 411 Castro Harbors Apt. 372, New Shannon Village, Jamestown                     |  251792.46
         504 | 658 John Gateway Suite 670, Dennishaven Ridge, New Johnmouth                    |  289581.59
         506 | 2913 James Wall, Bakermouth Bay, Lake Cindy                                     |  310304.57
         508 | 548 William Valleys Apt. 757, Christianland Heights, Lake Deborahland           |  293041.93
         517 | 05156 Michelle Crest, Spencechester Heights, Wrightfurt                         |  686348.04
         518 | 5874 Aaron Burg, Lake Deannafurt Heights, North Joseph                          |  1330967.7
         522 | 2651 Ann Divide, Stephensonhaven Ridge, South Julieshire                        |  292045.01
         525 | 100 Huffman Lock, Port Jacobtown Gardens, Port Erinfurt                         |  999621.43
         527 | 598 Beth Estates, Lake Samuelland Bay, Rodriguezborough                         | 1088996.28
         529 | 899 Perez Lock, Reynoldston Ridge, North Bryan                                  |  290308.08
         532 | 764 April Dam, East Thomasshire Village, North Amanda                           |  834633.19
         534 | 7616 Erika Estates, Woodardbury Park, Thomasborough                             |  599204.52
         536 | 7498 Cooper Islands Apt. 747, West Michaelborough Estates, Lake William         |  439983.98
         537 | 080 Benson Ranch, Port Bethany Gardens, New Samanthaville                       |  462659.57
         543 | 44467 Shaun Cove, Hintonmouth Estates, Bryanttown                               |  564075.33
         544 | 433 Heidi Squares Apt. 896, Lake Jeffrey Estates, Micheleberg                   |  818207.54
         549 | 047 Nathaniel Plains, Lake Jimmyshire Bay, Millerfurt                           |  825935.12
         559 | 405 Jeffrey Station Apt. 233, Port Kellychester Gardens, Lake Chad              |  624096.42
         565 | 1761 Bradshaw Ramp Apt. 680, Jamesbury Ridge, Newtonport                        |  745569.19
         569 | 4282 Ochoa Light Apt. 793, New Charles Ridge, Josephton                         |  386183.09
         573 | 002 Li Orchard, Mossbury Village, Parsonsberg                                   |  299690.74
         574 | 1599 Kristin Branch Apt. 983, West Aaronport Bay, Lake Gabrielaport             |  500601.47
         577 | 66482 David Locks, South Monica Village, Donnaport                              | 1170172.75
         578 | 56501 Campbell Station, Davisfort Ridge, Chavezmouth                            |  320179.42
         581 | 5093 Sarah Parkways Suite 760, North Savannah Heights, New Anna                 |  168326.72
         582 | 8587 Thompson Trafficway, Marymouth Ridge, New Amandafurt                       |  884406.89
         583 | 64047 Hickman Lodge, Teresabury Estates, Lake Jason                             |  285576.18
         585 | 28187 Farmer Viaduct, Kerriside Gardens, Troyside                               | 1024290.74
         589 | 43724 Amy Vista, Monroestad Gardens, Bobbyport                                  | 1058024.85
         596 | 84676 Eric Coves, East Williamfort Ridge, Lindseyfort                           | 1041149.21
         599 | 018 Jeremy Roads, Lake Georgemouth Heights, North Jesseport                     |  369566.51
         601 | 8155 Derek Extensions, North Sharonshire Heights, Cruzfurt                      | 1588457.06
         604 | 15016 Jackson Viaduct Apt. 697, New Austin Heights, Sarahmouth                  | 1136827.98
         612 | 708 Andrew Way Apt. 783, Port Paige Gardens, East Maria                         |  438057.17
         613 | 85591 Laura View, Randyville Ridge, North Veronicaview                          |  677034.29
         615 | 537 Nathaniel Route, West Angel Park, Lake Michael                              |  469060.66
         618 | 532 Yvonne Lock Apt. 800, Pinedahaven Estates, Kimmouth                         |  651802.93
         627 | 2969 Newton Station Apt. 870, Mirandaville Heights, New Christinamouth          | 1083365.58
         633 | 8205 Benjamin Viaduct, Harpershire Ridge, Gillespieburgh                        |  157411.29
         634 | 8002 Gregory Islands, West Johnbury Ridge, Pughfurt                             |  429557.46
         635 | 8984 Herrera River, Jenniferside Bay, Marisafort                                | 1455330.62
         637 | 868 Young Street Apt. 054, West Joshua Estates, Liutown                         |  452776.94
         638 | 36223 White Manor Suite 341, Jamesfort Park, New Gregory                        |  391556.99
         640 | 135 Erickson Road Apt. 880, Wendytown Heights, West Jenniferton                 |  578396.67
         643 | 361 Flowers Mill Apt. 569, Jamesstad Gardens, Danaton                           |  251729.96
         648 | 7124 Savage Corners, East Angelaport Heights, East Nathanfort                   | 1189543.63
         649 | 2030 Hernandez Island, Amyburgh Estates, Martinburgh                            |  206640.15
         652 | 5472 Michael Crossing, Elizabethport Village, West Joefort                      |  803949.42
         654 | 65343 Hendricks Radial, Brownton Village, Montgomeryview                        |  523689.72
         657 | 333 Timothy Well, North Philipfort Estates, Alyssachester                       | 1021921.23
         663 | 9092 Barrera Alley, South Chad Bay, New Charles                                 |  966770.78
         665 | 5533 Tracy Village, Robertsonbury Gardens, Jennifertown                         | 1564475.09
         669 | 62195 Smith Locks Apt. 643, Martinfort Bay, North Sabrina                       |  197506.75
         672 | 989 Keller Loop Suite 102, Donnaview Gardens, Rogersland                        |  427650.36
         678 | 339 Sandra Island, East Ashley Village, Lucasborough                            | 1475127.94
         679 | 89001 Elizabeth Parks, West Debra Park, Codyview                                |  767618.31
         681 | 7522 Jennifer Drive Apt. 967, Lake Jamie Park, Jensenberg                       | 1412638.63
         683 | 452 Amy Coves Apt. 991, Lake Joseph Ridge, Lake Thomasberg                      |  722449.08
         684 | 1732 Gray Spring, West Debraberg Park, South Rogerside                          |    1593357
         691 | 8842 Montgomery Circle Suite 914, North Gregorychester Village, New Christopher |  543180.92
         694 | 7044 Valerie Way, Ronaldbury Ridge, Luistown                                    |  362672.08
         697 | 33304 Elizabeth Ports Apt. 082, Martinezberg Bay, Smithberg                     |  382620.08
         702 | 455 Tammy Lodge, Debbiechester Bay, Parsonsbury                                 |  434018.67
         705 | 4905 Johnson Trafficway Suite 924, East Katherine Park, Gonzalezfurt            |  848119.26
         707 | 971 Angela Hills Suite 313, Timothyfurt Bay, West Jennifer                      | 1199940.84
         708 | 028 Michael Turnpike, Larryview Heights, Martinezport                           |  432396.43
         710 | 4436 Willis Fort, Boydmouth Village, New Brianview                              |  911803.98
         712 | 04419 Stuart Lodge, Foxview Bay, Melissaborough                                 |  579410.35
         714 | 43581 Smith Light, Heathermouth Bay, New Cathyport                              |  500448.95
         715 | 069 Carly Pike Suite 568, Kathymouth Ridge, Gregoryborough                      |  383367.07
         721 | 17604 Sandra Spring Apt. 573, Jacobstown Park, South Gregory                    | 1209175.24
         726 | 60444 Jennifer Tunnel Suite 107, Kristenton Bay, Taylorfurt                     | 1222441.97
         728 | 8001 Adrian Shoal Apt. 427, Brownburgh Ridge, North Miaton                      |  577372.28
         730 | 0715 Margaret Squares, Lake Ronald Bay, West Lisamouth                          |   92596.24
         731 | 8085 Swanson Orchard Apt. 178, South Lori Heights, East Lisa                    |  375611.33
         737 | 3937 Cynthia Stream Suite 628, Skinnerton Village, Lake Rebecca                 |   93905.53
         743 | 8160 Owens Trafficway Suite 355, Berryview Gardens, Hardymouth                  |  673260.81
         747 | 780 Kaufman Hollow, Toddside Park, Garciamouth                                  |  519833.61
         749 | 825 Peterson Plains Apt. 442, Johnhaven Ridge, Phillipsland                     | 1362137.21
         758 | 3739 Preston Prairie Suite 518, Aliciaton Park, Ashleystad                      |  965111.33
         763 | 43052 Moon Islands Suite 490, Zacharystad Heights, Blackport                    |  660821.34
         766 | 781 Jessica Terrace Apt. 738, New Howard Ridge, West Jerryfort                  |  905596.89
         768 | 221 Michael Station, Lopezburgh Park, Maryfort                                  |  607879.26
         779 | 315 Villarreal Freeway, West Andrew Bay, Tinabury                               | 1602404.33
         782 | 777 Michael Summit Apt. 225, Wendyport Heights, Beasleymouth                    |  931297.32
         785 | 3841 Mary Ferry Apt. 307, Nelsonville Bay, Lake Matthew                         | 1322270.54
         788 | 2037 Charles Avenue Suite 551, Hayesmouth Bay, Lake Ronaldberg                  |  651926.97
         791 | 96387 Sharon Estate, Alyssaland Park, Weekschester                              |  695111.93
         794 | 35143 Sanders Via Suite 403, Davidhaven Ridge, South Adrienne                   |   99820.87
         795 | 4438 Amber Cliff, East Debbie Park, Alexisbury                                  |  463779.57
         799 | 32863 Castillo Light, Stephensonhaven Ridge, Andrewschester                     |  343456.44
         801 | 20058 Lang Hill, Williemouth Gardens, North Jessica                             |  962752.05
         803 | 63418 Garcia Burgs Apt. 926, East George Village, Garrettchester                |   890220.5
         804 | 766 Welch Road, Phillipsfort Village, North Rachel                              |  641249.58
         807 | 74566 Regina Cape, Dianaton Village, New Shirley                                | 1269867.31
         808 | 37316 Scott Stream Apt. 645, Port Jay Heights, Lake Karen                       |  430884.07
         809 | 604 Rachel Cove Apt. 351, Lake Katherine Ridge, Edwardsshire                    |  670692.71
         810 | 781 Marsh Grove Apt. 533, Markmouth Park, New Sandra                            |  500526.65
         811 | 4197 Durham Unions Suite 752, Tammymouth Ridge, New Kristinland                 | 1041887.67
         815 | 6484 Quinn Mountains, Jenniferberg Gardens, Mariahside                          |  412076.68
         816 | 763 Smith Valley, South Bradyfort Ridge, Lake Deanna                            |  201381.01
         819 | 793 Jamie Center, Angelicamouth Estates, Jefferystad                            |  1238539.3
         822 | 4016 Gray Divide Suite 275, Jillshire Village, North Michael                    |  506487.65
         823 | 90705 Willis Plaza, Lorimouth Heights, Lake Daniel                              |  957509.94
         827 | 5701 Debbie Corners, East Gloriatown Village, New Phillipburgh                  |  247285.61
         828 | 122 Anthony Ports Suite 613, South Stephanie Park, Bradyberg                    |  144431.49
         829 | 2098 Scott Tunnel Apt. 061, Edwardschester Village, New Mandy                   |  400519.35
         832 | 3645 Haley Way, East David Bay, Kathymouth                                      |   143871.1
         833 | 5960 John Burg Apt. 750, Lake Michelleport Estates, Port Davidstad              |   592657.4
         834 | 6034 Davis Junctions, Brianstad Heights, Francisview                            |  131935.57
         836 | 757 Larson Ranch, Odonnellbury Gardens, Port Timothy                            |  431429.87
         839 | 956 Mcclure Ranch Suite 047, Sharonton Ridge, North Sarah                       |  907343.18
         842 | 2207 Maddox Crossroad, Port Justinhaven Park, Craigport                         | 1417041.12
         848 | 058 David Brooks, Martinfort Village, Port Shirleyburgh                         | 1390964.46
         850 | 610 Kelly Rapid Apt. 510, Port Emily Village, Rileyburgh                        | 1189530.43
         853 | 018 David Shoals Apt. 313, New Andrew Village, West Johnberg                    |  883864.76
         859 | 083 Bradley Shoals, West Madison Gardens, West Pamela                           |  621971.81
         860 | 830 Jamie Freeway Apt. 347, West Jonathantown Park, North Lawrenceborough       |  131425.39
         866 | 0860 Davis Gateway, West Jonathan Gardens, Ashleyshire                          |  294360.41
         867 | 488 Robert Cape, South Taylor Estates, Kingland                                 |  821820.09
         868 | 447 Gina Glens Apt. 696, New Joshuashire Heights, Rogerport                     |  298683.74
         871 | 8962 Stephen Creek, South Kelseyville Park, Carlosstad                          | 1061124.25
         874 | 74518 Fernandez Pike Apt. 767, Montesside Park, Byrdside                        |   470887.2
         885 | 2141 Hutchinson Vista Suite 698, Ramosfort Village, Michaelshire                |  189091.69
         887 | 536 Adams Pine Apt. 796, New Leslieberg Ridge, Floydside                        | 1290011.01
         891 | 232 Michael Views Suite 261, West Bethside Bay, Jessicaport                     |  252847.57
         892 | 7413 Davis Islands Suite 874, Morganton Gardens, South Ernest                   |   97193.48
         898 | 3411 Warren Groves Apt. 511, East Brianhaven Park, Kathleenland                 | 1575458.17
         901 | 0290 Hernandez Spring Apt. 349, New Andrewborough Ridge, Angiemouth             |  557637.79
         902 | 75607 Ramsey Curve, West Evanmouth Park, Lake Michelleport                      |  869338.64
         903 | 99992 Hicks Lodge Apt. 041, West Victoria Gardens, Johnsonberg                  |  811826.22
         907 | 24077 Cantu Grove Suite 606, West Mariemouth Gardens, North Justin              |  398308.29
         909 | 9121 Rodriguez Oval Suite 700, South Heidiborough Gardens, Cisnerosmouth        | 1200141.22
         912 | 675 Tyler Mills Suite 943, Loganburgh Ridge, Kennedybury                        |  556060.82
         915 | 80710 Browning Freeway, New Adrian Ridge, Christopherville                      |  569229.34
         918 | 741 Michael Shoal Apt. 941, Mollymouth Bay, West Gracebury                      |  852705.79
         919 | 5186 Weiss Parks Apt. 301, Erictown Bay, Mariochester                           |  651182.42
         923 | 875 Nolan Spurs Apt. 594, Johnton Park, New Amandamouth                         |  112030.74
         926 | 7504 Stacy Club Apt. 738, New Johnathan Heights, Charlesland                    |  650475.55
         927 | 957 Holloway Lock Apt. 084, New Cherylport Ridge, Sergiostad                    |  712652.52
         928 | 92902 Mason Parkway Apt. 295, New Michael Park, West Jon                        |  528381.91
         930 | 230 Cheryl Common, Bishopmouth Estates, Lanemouth                               | 1274979.69
         931 | 0023 Anthony Stravenue Suite 176, Buckberg Village, Terrytown                   |  320196.52
         935 | 163 Chase Hills, South Alyssashire Gardens, Floresland                          |  906777.79
         941 | 372 Benson Points, Donnatown Bay, Crystalstad                                   | 1032951.78
         945 | 10462 Holly Expressway, West Lisa Bay, East Colton                              |  157404.38
         946 | 95282 Gonzalez Squares Apt. 586, Angelfort Ridge, New David                     |  608118.41
         948 | 9801 Larsen Hills Suite 712, Hernandezside Gardens, Clarkeburgh                 |  878686.98
         951 | 7411 Jose Fall Apt. 801, Lake Joshua Ridge, Robinbury                           |  145502.78
         952 | 1930 Scott Summit, Wallaceside Village, Derekside                               |  252470.57
         957 | 235 Susan Drive, Thomasfort Park, Whitakerburgh                                 |   580298.3
         962 | 81250 Nelson Ways Suite 628, Hineschester Ridge, North Eric                     | 1240077.41
         973 | 6858 Megan Ramp, Vincentville Village, New Alex                                 | 1015773.46
         975 | 923 Jeffrey Island, New Danielland Bay, East Tami                               |  257900.33
