property_id,address,price,bedrooms,bathrooms,area_sqft,agent_id
60,"1706 Vickie Creek Apt. 348, Robertport Bay, Morrisonshire",1462717.61,3,4,4883.49,765
61,"882 Kenneth Green, Hendersonmouth Ridge, Lake Dawnbury",1786809.78,6,1,2141.02,967
62,"2610 Brandon Turnpike, Jamesbury Heights, Port Sharon",511832.67,3,2,4772.14,143
63,"1664 Ryan Haven Apt. 385, West Christophershire Estates, Nicolehaven",1633120.28,2,1,854.09,1499
64,"9809 Velasquez Coves, Donaldmouth Estates, New Curtisport",1708811.82,5,4,2325.51,1532
65,"515 Barry Prairie, New Todd Park, Leemouth",1961864.66,3,3,4386.05,2981
66,"29656 Evelyn Rapid, South Sherri Village, Jeffreychester",829576.27,6,5,3538.13,2046
67,"6254 Sharon Light Suite 644, West Matthew Bay, Ruizberg",715184.33,4,4,3140.72,2952
68,"528 Deborah Lake Apt. 136, Coxport Bay, Rodriguezmouth",1611176.25,3,3,4761.45,1477
69,"77257 Debra Run Suite 404, Timothyside Gardens, Jenniferside",1936744.33,4,3,3039.43,1110
70,"56049 Brown Falls Apt. 204, Hayesview Estates, East Sandramouth",834612.73,6,5,3996.14,1566
71,"8718 Williams Trail, Kevinberg Bay, Daviston",1927568.25,1,4,1438.8,1149
72,"6866 Jacobs Junction Suite 596, East Christopher Gardens, Meltonborough",322828.47,2,3,1784.98,91
73,"2553 Brown Creek, Lake Heatherfurt Park, Gonzalezmouth",1108133.94,1,5,1994.18,2533
74,"563 Cassandra Pines Suite 453, New Christopherland Heights, Kellyfurt",1840764.86,3,5,893.92,1400
75,"09778 Walker Parks, South Michaelton Village, Jameschester",435900.37,4,5,1141.68,1521
76,"05094 Rodriguez Cliffs, Meyersbury Gardens, West Judychester",1185375.83,4,3,4299.08,745
77,"882 Doyle Forks Suite 939, Gregoryhaven Gardens, Christianside",296656.01,2,1,2539.4,1132
78,"2936 James Roads Suite 443, West Dustinmouth Heights, Perrymouth",342481.02,3,5,4942.85,1089
79,"42350 Kimberly Underpass, Mccormickberg Park, West Billyfort",428657.89,1,3,736.88,2735
80,"119 Cowan Ramp, Leachbury Gardens, Halehaven",1911021.33,6,5,3125.85,1016
81,"640 Ryan Corners Apt. 728, West Andrea Ridge, Nguyenbury",1601866.0,2,4,4174.6,1233
82,"81575 William Crossing Apt. 879, South Kimmouth Gardens, New Dustin",1571362.98,3,2,3732.77,229
83,"5945 Graves Hills, Lake Anthony Heights, Maryfurt",949385.95,4,2,3460.03,1876
84,"023 William Junction, North Richardmouth Estates, Lake Taraberg",513930.51,6,1,634.94,2645
85,"4405 Scott Estate Apt. 505, Port Margaretfurt Village, Ingramside",1397616.21,1,4,4730.66,1460
86,"72747 Collier Mount, Port Vanessa Ridge, South Patricia",1845924.89,2,1,857.3,2990
87,"915 Young Mall Suite 099, West Cynthiafurt Ridge, Port Andrea",1134046.97,1,5,1763.83,641
88,"944 Freeman Valley, Douglashaven Ridge, South Keith",481501.3,6,3,3826.06,722
89,"790 Sarah Meadow, East Christopher Gardens, Malloryton",911255.5,5,4,1668.93,2787
90,"571 Joy Island Suite 262, New Stevenberg Ridge, East Gailville",1328934.75,6,4,718.74,2037
91,"9471 John Point, Lake John Heights, Jennifermouth",452471.47,2,1,3611.75,1684
92,"39635 Cherry Motorway, Lake Patriciachester Heights, Burkechester",1609534.66,6,2,1501.54,1822
93,"34050 Andrade Hills Apt. 033, Port Savannahland Village, New Brianstad",968574.25,2,5,2434.89,2794
94,"8765 Robinson Lights, Lewisburgh Gardens, Cameronstad",701914.5,2,2,2606.14,457
95,"98604 Walters Plains Apt. 887, Heiditon Bay, Masseystad",615022.1,1,1,4662.5,2578
96,"13005 Nicole Street, Fitzgeraldmouth Gardens, Katherinehaven",1424510.65,2,4,4695.93,258
97,"995 Romero Islands, Campbellside Park, Travisshire",127206.29,3,3,3420.85,2697
98,"01105 Cardenas Grove, Port Eric Village, New Scott",1969440.36,1,1,4643.49,1982
99,"957 Harris Unions, West Garrett Heights, East Abigail",1724162.94,2,2,795.71,764
100,"352 Evans Plaza Suite 855, Jennifershire Village, East Zacharyport",693994.13,6,2,1039.62,109
101,"761 Forbes Plains, East Josephchester Village, South Julieport",1240093.41,2,5,3615.35,506
102,"5171 Norton Fields, East Debbie Gardens, Annafurt",1556939.61,2,4,2880.89,2571
103,"936 Carrie Fort, Rachaelfort Village, Lake Michael",1412725.3,4,2,4587.95,813
104,"52062 Garcia Estates, North Michaelburgh Estates, Woodshaven",313516.41,4,5,2056.38,2905
105,"51776 Deborah Freeway Apt. 297, South Pamelamouth Heights, South Alex",376015.42,4,2,4579.18,110
106,"9386 Jones Prairie, West David Village, South Kelsey",1233791.46,2,5,3768.14,1986
107,"75724 Espinoza Lane, Jonathonville Park, New Nathanmouth",1585458.62,3,2,3736.11,2521
108,"93929 Woods Common Apt. 762, New Danielle Gardens, Ashleytown",756317.87,6,2,4592.95,608
109,"383 Mary Point Suite 496, Cainton Ridge, Port Kelli",404433.84,6,4,1520.78,2523
110,"23989 Melinda Well Suite 923, Blankenshipton Bay, North Sarah",444999.89,5,5,3235.66,6
111,"25550 Jonathan Ridge, Port Patricia Park, Mccanntown",631672.48,4,2,4018.36,924
112,"800 Jackson Locks Apt. 072, Lake Jenniferfurt Village, South Ericaland",328069.1,4,4,891.98,1434
113,"890 Andrew Junctions, West Christophershire Estates, Riosfort",1946226.32,4,4,912.37,201
114,"93669 Allen Hills, Melissamouth Park, Millerchester",1138355.99,4,1,2801.53,1594
115,"116 Tabitha Mission, Debbieburgh Village, Hendersonhaven",1245697.84,1,5,4131.17,819
116,"789 Garcia Street, Blaketon Bay, Danielfurt",811775.33,1,1,2711.26,639
117,"67671 Phelps Mews, West Aaronton Ridge, New Jessica",841137.39,3,5,1500.18,2287
118,"10726 Bautista Trail Apt. 157, Hodgesburgh Estates, West Carol",1381320.15,6,2,3677.39,2020
119,"03965 Burton Gardens, East Josephchester Village, South Shannonbury",1359143.63,6,4,4653.69,1074
120,"0472 Morgan Expressway Suite 132, East Thomasshire Village, Gabrielmouth",1105534.15,3,4,2653.14,1329
121,"93534 David Heights Apt. 592, Bellhaven Park, Carpenterchester",929823.15,3,2,1153.17,888
122,"14349 Christian Islands, Lake Katherine Ridge, North Eric",1965732.41,2,2,4785.28,2917
123,"80965 Sarah Circles Apt. 339, Teresabury Estates, Angelamouth",1056047.88,6,1,3894.72,1197
124,"952 Wendy Shoal Apt. 700, East Reginaldside Park, East Emilyport",567212.11,2,3,3020.96,2746
125,"8206 Conner Isle Apt. 577, New Debbie Heights, Lake Davidfurt",1727483.53,5,2,3728.1,2724
126,"3972 Ashley Ford Apt. 616, South Elizabethland Village, South Toddhaven",1982359.83,6,2,1303.87,1449
127,"07153 David Mountain Suite 103, Richardmouth Gardens, Reevesborough",857652.56,4,2,4194.74,2532
128,"70588 Roy Center Suite 381, Rogersfort Bay, East Lisa",1986373.35,3,2,2172.16,202
129,"160 Russell Points Suite 683, Boylefort Park, Nicoleborough",1808418.9,2,4,4390.22,1003
130,"5268 Aaron Forest Apt. 008, Mccoyside Gardens, Kellytown",208004.67,6,1,2892.08,1113
131,"8604 Ramsey Port, Port Justinberg Heights, Kristenside",841893.91,4,3,970.44,968
132,"65603 Emily Pike, Knightburgh Village, Chelseymouth",92120.79,6,3,1531.02,2290
133,"7970 James Radial Suite 371, Sarahfort Gardens, West Amandaville",1903573.56,1,5,1957.81,56
134,"0531 Ryan Key Apt. 919, Lake Richard Gardens, Pattersonmouth",1785878.98,1,2,3986.46,715
135,"1184 Lynn Park, Ericksonville Bay, Carlafort",850481.86,1,5,4030.45,2720
136,"868 Kelly Pass Suite 267, Barkerchester Village, South Susan",846649.23,5,4,3455.83,1582
137,"95098 Lisa Mills Suite 975, West Karenbury Village, Lake Stevenfurt",201454.49,6,3,4058.39,185
138,"8484 Stephanie Highway, Clintonport Heights, Port Julie",774141.68,3,5,827.25,714
139,"6254 Fleming Prairie Suite 070, West Cynthiachester Heights, Katherinefort",1878624.3,6,1,2157.29,1754
140,"30412 Sandra Brooks Apt. 250, Port Emily Village, North James",1956519.64,3,1,848.72,2758
141,"5017 Wiggins Turnpike, Lake Russell Bay, New Steven",737064.15,4,3,576.08,2747
142,"0008 Hensley Brook Suite 019, East Calebberg Heights, Brownborough",255342.05,6,4,3165.91,867
143,"06282 White Ramp Apt. 269, Erictown Bay, Nelsonberg",1214594.46,4,5,2734.93,758
144,"94753 Debra Ridge Suite 194, Sharonborough Ridge, New Katherine",195580.4,1,2,581.72,692
145,"82583 Juarez Lake, New Katherineburgh Village, Dennischester",914425.84,2,1,820.04,2671
146,"83343 Rachel Estates, North Karen Ridge, Lake Beverlyborough",1032570.38,2,1,1173.52,301
147,"27611 Hardy Points Suite 500, West Jameston Park, Newtonville",1886337.47,5,2,3883.54,1762
148,"221 Bailey Rue, Arroyoville Park, Garzaton",1819398.93,5,4,2582.41,2321
149,"0531 Harrison Pike, Matthewburgh Heights, West Megantown",1322751.26,4,1,3048.78,2144
150,"74840 Eric Union, Starkstad Park, South Thomas",991167.62,1,2,2418.63,1982
151,"3492 Sarah Plaza, Ashleyshire Park, Kevinland",524142.47,5,2,1093.33,2671
152,"2587 Holmes Glens, New Joshua Village, Rodriguezborough",827654.61,1,4,4816.15,2849
153,"89482 Williams Ramp, West Shelly Park, North Johnfurt",1187409.2,5,5,3297.37,2658
154,"98933 Holland Lock, New Christinaton Bay, Walkertown",1125817.52,3,2,4282.97,852
155,"8056 Teresa Spur Apt. 621, Rodriguezstad Bay, Salasfurt",1886152.87,6,5,4550.49,2861
156,"33224 Angela Lakes Apt. 489, South Lauriefurt Gardens, Jamesview",1410500.19,2,1,3211.78,2581
157,"7760 Kristen Run, Joelside Village, Piercebury",1558329.72,3,3,1347.69,2100
158,"44383 Marcus Mission Suite 020, Port Darlene Estates, Sandychester",1370457.9,5,3,1317.6,511
159,"939 Alexander Ramp Apt. 431, Lake Brandon Gardens, Jorgeville",357884.89,2,1,3137.42,1442
160,"2938 Billy Ferry, North Jennifer Estates, Johnsonberg",1696956.62,3,4,4133.99,1116
161,"28786 Williams Fields, Port Kellychester Gardens, East Angelabury",1986919.65,5,4,4097.93,1164
162,"4283 Kathleen Harbors Apt. 899, Adambury Heights, Clarkstad",1001480.85,6,1,505.36,1724
163,"8617 Hall Wells, North Douglas Bay, Smithhaven",1938885.58,4,4,1877.77,2232
164,"1309 Kevin Prairie, South Thomasberg Gardens, West Michael",1357532.06,4,4,2304.11,2345
165,"948 Stephanie Rue, Lake Philipfort Bay, Lake Edwin",939826.07,4,3,4481.66,365
166,"35942 Haynes Well Apt. 302, South Carol Ridge, Loweland",885996.01,2,4,4507.37,1748
167,"06544 Maxwell Mountain Apt. 859, Port Zacharyfurt Estates, Lake Shawnshire",1406002.33,1,3,4360.55,136
168,"32338 Morgan Lock, Sullivanberg Estates, Port Valerie",124262.89,2,3,1916.31,904
169,"3726 Connie Garden, Flynnstad Heights, New Raymondstad",982898.76,1,5,3826.02,1116
170,"958 Klein Land, East Stephenburgh Estates, Amberstad",1164888.91,5,2,4832.99,1808
171,"196 Joshua Ville, South Scottport Park, Lake Rachelview",231830.11,6,5,3425.33,563
172,"9370 Angela Spur, East Brandon Heights, Campbellborough",1173074.74,4,2,1944.93,203
173,"6175 John Pass Apt. 321, Mayofort Park, South Peter",1413865.27,5,4,3735.57,735
174,"88919 Bennett Mission, Kimberlyhaven Ridge, Anthonyview",786573.14,1,2,2880.57,1896
175,"97989 Taylor Field, Shaneshire Bay, North Rebecca",873968.9,2,4,1848.69,321
176,"183 Michael Mews, North Johnburgh Ridge, Smithhaven",1718384.71,5,3,4622.74,2543
177,"66141 Gregory Creek, Lake Karenside Park, New Christopher",1711882.74,5,3,3252.76,1429
178,"020 Robert Mountains, Thomasbury Gardens, Hallville",1851398.23,4,4,1616.06,1354
179,"6994 Amy Shoals Suite 536, East Cindyburgh Village, Catherinemouth",1527140.96,3,2,1883.26,1055
180,"55764 Timothy Road, Davidview Heights, New Robertstad",1588284.02,3,5,1045.91,2333
181,"76857 Mcdonald Neck, Spencechester Heights, Pamelaview",1861765.82,5,2,3888.42,994
182,"0590 Tammy Glens Apt. 706, Vaughnfurt Estates, Jasmineville",1680864.12,3,3,3102.44,1168
183,"4769 Gary Stravenue, Murphyland Village, Jeremyport",514716.71,3,4,1687.07,2154
184,"98430 Stone Place Suite 561, West Karenbury Village, East Christybury",1537415.31,6,5,1271.02,920
185,"2352 Jonathan Groves Suite 787, Spencermouth Park, Elliottton",171668.93,3,5,2390.58,2480
186,"151 Jeffrey Centers, Tammyberg Bay, Amandaton",1468064.07,6,2,4947.47,2741
187,"28079 Melinda Ramp Suite 943, Mitchellland Gardens, New Kristaton",1649739.04,6,5,3121.87,1105
188,"190 Barker Estates Suite 209, Powelltown Heights, Wallacefort",271537.21,2,1,4853.02,2339
189,"33094 Larson View Apt. 833, Port Alexismouth Village, Port Maria",935442.67,1,2,1018.15,1961
190,"1228 Young Forges Apt. 162, Port Williamville Ridge, Brockton",1542432.74,4,3,1856.11,2125
191,"8760 Herman Throughway Suite 052, Henryport Estates, West Karenton",747675.5,3,4,2167.45,1936
192,"25086 Mary Neck, Fostermouth Estates, West Tonyland",1616677.59,2,2,667.82,42
193,"17652 David Ways Apt. 693, New Brettshire Ridge, Lake Rickyview",162388.61,3,5,2447.77,1247
194,"589 Ronald Lights, Johnton Park, Jamesmouth",812482.79,1,2,3755.91,916
195,"230 Tyler Gateway Apt. 259, Davidview Bay, North Timothy",1167821.18,1,2,4537.57,1458
196,"71374 Jesse Islands Apt. 017, West Kyle Estates, Crystalport",284741.28,1,2,3802.27,1891
197,"97901 Mitchell Village, Tinafurt Ridge, North Wesley",719971.44,4,3,2879.44,2437
198,"704 Bailey Port Apt. 336, New Tanya Park, North Jeremy",831884.14,3,5,2018.22,2776
199,"192 Brandi Club Suite 664, Lake Ashlee Park, Codyhaven",1691999.14,1,5,4729.64,324
200,"57931 Heather Pines Apt. 537, West Brandyville Gardens, South Alexis",1851579.92,5,2,4749.72,1070
201,"91845 Reed Hills, Thompsonmouth Heights, Danielleside",1435167.24,5,3,1351.19,2850
202,"23891 Justin Rest Apt. 012, Billhaven Heights, Kellyland",708331.67,4,2,880.89,913
203,"8729 Jackson Road, Rebeccafort Park, West Scottmouth",1874333.74,5,3,716.26,839
204,"5405 Christopher Road, North Linda Estates, Johnsonborough",649516.94,2,2,4229.66,646
205,"2004 Andrew Corners, East Thomasside Bay, Lake Robin",1870953.24,6,2,650.68,1019
206,"3602 Harris Hollow Apt. 387, West Adrian Village, South Jamieburgh",454213.38,4,3,1324.0,1666
207,"7071 Mary Drive Suite 294, Gregoryshire Bay, Brettland",479191.57,1,1,1855.66,2717
208,"4402 Espinoza Lake, Danielberg Park, Lake Thomas",945463.52,5,4,2769.96,2840
209,"80775 Tracy Burg, South James Gardens, Davidfort",1375610.56,6,4,4016.44,2213
210,"83233 Lewis Plains, East Rebeccamouth Gardens, New Christophermouth",1675894.61,1,5,4061.61,2668
211,"64846 Angela Place Suite 790, Edwardmouth Heights, Petersenshire",682481.73,6,2,3060.86,1150
212,"7417 Derrick Crescent, North Rhondaside Village, Tiffanyburgh",812343.87,5,1,1188.46,2679
213,"287 William Key Apt. 888, New Lauren Park, Martinezport",252167.52,6,4,2471.69,1172
214,"44593 Cruz Throughway, Judychester Ridge, North Jacqueline",203669.68,3,2,4970.96,1238
215,"506 Jasmine Plaza, Silvashire Park, West Andrewtown",479051.5,3,1,1198.25,2198
216,"09660 Patricia Port, East Baileyburgh Bay, Port Maryfort",1604363.3,3,1,1235.16,2291
217,"3180 Evans Forge Suite 415, Saraside Village, Dickersonborough",1250243.74,3,4,2258.8,743
218,"939 Vincent Garden, Cherylville Gardens, Randallside",941034.91,3,2,1395.37,547
219,"7492 Elaine Shoals Apt. 245, North Marybury Village, Murphyview",1079002.81,2,5,4069.44,39
220,"7975 Clements Hollow Suite 332, Douglastown Park, Nelsonville",341680.98,2,3,2305.73,442
221,"305 Vaughn Knolls, Jenningsstad Village, New Kathrynfort",493810.38,1,2,598.85,809
222,"414 Andrea Prairie, Abigailmouth Estates, East Joseph",566986.67,4,4,804.74,2836
223,"58616 Robinson Roads Suite 761, Hendrixborough Village, Watsonburgh",315883.01,4,4,2143.4,44
224,"8395 Conrad Bridge, Wallacemouth Estates, Port Angelaport",920076.02,4,2,3991.58,2498
225,"6478 James Turnpike Suite 492, Berryfurt Ridge, Seanland",1251125.42,3,2,4543.9,233
226,"45848 Finley Fort, New Kyle Village, Lake Michelle",413236.69,6,3,1447.74,321
227,"06070 Lee Avenue Suite 494, Port Annaton Heights, Williamstown",1887799.29,2,2,3806.22,2278
228,"8114 Kelly Pines Suite 039, West Travismouth Ridge, Robertville",1557598.35,4,2,1557.45,888
229,"20063 Christopher Junctions Apt. 981, Pattersonmouth Village, Kendraview",600038.21,2,1,1071.75,1213
230,"8656 Wilson Plain Apt. 087, South Nicholeville Village, West Leah",960229.12,5,1,908.9,2940
231,"073 Lyons Circles, Sandraborough Bay, Delgadoview",393044.99,2,2,1817.03,1530
232,"2580 Lisa Plains Apt. 111, South Natalietown Gardens, Port Katie",192300.21,6,4,4623.31,1061
233,"92028 James Brooks Suite 662, West Michellemouth Ridge, Karenmouth",1348263.39,5,4,3783.41,417
234,"5821 Larson Common Suite 142, Floresberg Gardens, Amandamouth",1676858.33,4,4,1945.02,1067
235,"74264 Miller Shores Suite 829, Ingramborough Park, West Benjaminbury",874726.34,5,5,4710.72,750
236,"60889 Robin Street, East Angelaport Heights, North Emily",1857265.87,1,4,2118.92,2219
237,"6078 Samuel Forest Suite 816, Thompsonville Heights, West Tammystad",516588.81,4,2,4048.79,1922
238,"307 Phillip Ville, Lake Jenniferside Park, Stewartberg",1287530.83,3,5,4424.94,263
239,"71853 Brown Brook Apt. 288, Smithville Estates, Williamston",425367.13,3,5,680.46,2396
240,"1458 Jones Plains Apt. 048, East Michelle Gardens, Stuartland",1581326.94,3,4,2273.91,2187
241,"93106 Kimberly Vista Apt. 199, West Donaldburgh Ridge, Port Timothyhaven",620955.05,3,5,3761.18,604
242,"04791 Smith Fall, East Troy Estates, Melissabury",1898536.29,4,2,3322.4,1849
243,"215 Mark Shores, Michaeltown Bay, Laurenland",1180934.57,1,2,948.78,347
244,"587 Lori View, Smithville Estates, Sweeneyport",245029.14,1,1,2889.12,2104
245,"664 Byrd Turnpike Suite 001, North Paulmouth Village, West Mallory",160570.17,6,3,4921.34,2265
246,"10123 Sandy Overpass, East Christopher Park, Reedport",878583.03,6,5,724.98,303
247,"0784 Fuller Rapid Apt. 585, Keithton Bay, Sosahaven",952476.04,1,4,1811.07,148
248,"987 Heath Junction, East Mariamouth Gardens, Ginachester",1612040.48,2,5,1179.73,425
249,"838 Thompson Court, New Joshua Village, North Amystad",1208493.35,5,5,1633.19,1454
250,"551 Mary Fords Apt. 647, Andreafort Gardens, West Danieltown",422149.37,3,1,2722.96,708
251,"25508 Erik Lodge, Robbinsview Gardens, Lake Jon",416965.55,4,4,3867.97,1024
252,"13201 Daniel Village, West Luke Bay, West Sheila",502999.1,4,2,1235.97,1478
253,"99252 Johnson Street Suite 394, Savannahchester Ridge, Port Jeremy",1725737.62,2,2,1008.44,722
254,"185 Kelly Lock, New Alejandro Ridge, Williamschester",803617.62,3,3,3159.96,2647
255,"87663 Lewis Prairie Suite 736, Blakestad Bay, South Tammyland",814400.27,2,2,3830.17,7
256,"2946 Parsons Lights, East Catherine Ridge, New Jessica",1409323.67,2,2,4892.73,1206
257,"33008 Hamilton Corners, Wrightland Gardens, South Debraton",659920.49,1,3,2759.92,2125
258,"73128 Megan Ways, Timothybury Heights, Wilsonstad",1038263.84,5,5,4651.02,49
259,"5247 Coleman Road Apt. 941, Judyport Gardens, New Andrew",600247.28,1,2,546.46,1533
260,"056 Perez Valleys, Lake Williamville Park, Thomasburgh",1258591.36,4,5,3579.6,293
261,"25570 Rose Shores, Mistyhaven Estates, Parkerville",1255188.68,3,2,4046.1,1836
262,"392 Lisa Grove, Julieside Bay, East Allison",1033923.58,5,2,2287.67,2600
263,"8772 Danielle Junction, West Aaronton Ridge, East Danielle",1343230.64,2,5,3834.86,1697
264,"9082 Elliott Court, South Olivia Bay, South Meganland",527689.2,2,4,4645.77,1943
265,"00557 Smith Flat Suite 354, Spencermouth Park, New Laurieland",692301.02,2,2,4604.22,2324
266,"416 Butler Park Apt. 005, South Megan Park, North Lisaberg",374933.04,4,1,4486.2,1431
267,"7526 Lopez Keys, Timothymouth Bay, North Jennifer",1122054.94,2,5,1102.2,2680
268,"77815 Jennifer Burgs, Port Judy Bay, North Deborahton",788260.04,6,2,1179.09,1171
269,"877 Smith River, Weeksside Bay, Lake Judy",304689.18,3,4,1482.65,622
270,"86144 Cook Park, Lake Michaelhaven Estates, New Michael",1215511.77,3,5,2310.0,1786
271,"93086 Baker Springs Apt. 771, Port Andreastad Park, New Barbaratown",549178.4,6,2,3405.89,706
272,"6469 Webb Terrace, Marymouth Park, South Lauraville",1667202.83,6,3,3488.36,737
273,"030 Jonathan Spring, West Stephen Estates, Websterville",162071.17,4,1,2008.51,1062
274,"609 Mcdaniel Overpass, Port Annaton Heights, Evansstad",1277124.56,1,5,2028.39,797
275,"76215 James Course, Barnesport Estates, Steventown",473144.42,1,2,3446.16,166
276,"68631 Matthew Locks, New Markville Gardens, Catherineberg",163730.03,5,5,4332.5,920
277,"0148 Morris Cliffs Suite 284, Lake Rebecca Heights, Kevinborough",1432395.16,2,1,4185.15,343
278,"41296 Teresa Road, West Patricialand Village, Jacquelinemouth",419418.03,2,1,4773.91,709
279,"2522 Jerry Hills, West Michelemouth Bay, Port Sarah",1581653.06,3,3,2801.13,462
